address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
NH,Hawkeye,MORTGAGE,11-06-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,home improvement,Not Verified,168000.0,0.0639,276.97,0.0849,8775,14,9866,10,0,0.8,2021,6,11,4,2021,8,13,4,2021,8,13,4,2021,9,13,0,36
MD,NASA-Goddard Space Flight Center,MORTGAGE,10-05-2021,16-05-2021,11-07-2021,Charged Off,11-08-2021,other,Verified,122748.0,0.1929,67.85,0.1273,3000,49,878,10,2,2.0,2021,5,10,0,2021,5,16,6,2021,7,11,6,2021,8,11,2,60
CA,The Boeing Company,MORTGAGE,11-04-2021,16-04-2021,16-05-2021,Fully Paid,16-06-2021,small business,Verified,65000.0,0.0266,445.13,0.1677,18000,12,26707,10,4,4.2,2021,4,11,6,2021,4,16,4,2021,5,16,6,2021,6,16,2,60
LA,T.G. construction & remodeling,RENT,11-08-2021,14-04-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,Not Verified,25000.0,0.1819,174.31,0.1099,5325,13,6156,0,1,1.4,2021,8,11,2,2021,4,14,2,2021,8,13,4,2021,9,13,0,36
CT,HART Mechanical,MORTGAGE,11-03-2021,16-02-2021,16-04-2021,Fully Paid,16-05-2021,Debt consolidation,Source Verified,55200.0,0.0054,261.57,0.1111,12000,17,15694,1,1,1.8,2021,3,11,3,2021,2,16,1,2021,4,16,4,2021,5,16,6,60
OH,Summa Health Systems,MORTGAGE,11-05-2021,16-05-2021,13-04-2021,Charged Off,13-05-2021,Debt consolidation,Not Verified,44088.0,0.1257,442.5,0.1599,18200,19,9733,2,3,3.2,2021,5,11,1,2021,5,16,6,2021,4,13,1,2021,5,13,3,60
TX,USAF,MORTGAGE,10-09-2021,12-08-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,Verified,45000.0,0.1547,461.67,0.1398,25000,23,8416,9,2,2.4,2021,9,10,4,2021,8,12,3,2021,4,12,0,2021,5,12,2,60
MO,Air Force,MORTGAGE,11-04-2021,16-03-2021,15-02-2021,Fully Paid,15-03-2021,credit card,Source Verified,72000.0,0.1432,121.58,0.1788,4800,16,7102,4,4,4.8,2021,4,11,6,2021,3,16,1,2021,2,15,0,2021,3,15,0,60
SC,DORCHESTER COUNTY,MORTGAGE,11-09-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,Source Verified,28000.0,0.2589,76.05,0.0599,2500,23,2727,5,0,0.2,2021,9,11,5,2021,5,16,6,2021,2,14,6,2021,3,14,6,36
TX,Andres Construction,MORTGAGE,10-12-2021,16-05-2021,11-05-2021,Fully Paid,11-06-2021,Debt consolidation,Not Verified,51500.0,0.051,172.81,0.1669,7000,9,7476,2,4,4.4,2021,12,10,4,2021,5,16,6,2021,5,11,1,2021,6,11,4,60
FL,Trussway Manufacturing,MORTGAGE,11-06-2021,15-04-2021,15-04-2021,Fully Paid,15-05-2021,home improvement,Verified,72000.0,0.0977,645.63,0.1879,25000,26,37759,0,4,4.4,2021,6,11,4,2021,4,15,3,2021,4,15,3,2021,5,15,5,60
OR,Alpine Geophysics,MORTGAGE,10-03-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Verified,228000.0,0.0749,185.64,0.0714,6000,29,6683,10,0,0.4,2021,3,10,2,2021,4,13,1,2021,4,13,1,2021,5,13,3,36
CA,American Girl Place,RENT,10-11-2021,15-11-2021,15-11-2021,Fully Paid,15-12-2021,other,Verified,21600.0,0.0439,298.62,0.1706,12000,6,17917,3,4,4.6,2021,11,10,2,2021,11,15,0,2021,11,15,0,2021,12,15,2,60
CA,No title,RENT,09-10-2021,14-04-2021,12-11-2021,Fully Paid,12-12-2021,moving,Not Verified,47928.0,0.0959,200.8,0.1253,6000,38,7229,1,1,1.8,2021,10,9,5,2021,4,14,2,2021,11,12,4,2021,12,12,6,36
CO,"Kerr Brosseau Bartlett O'Brien, LLC",RENT,10-01-2021,14-04-2021,12-06-2021,Fully Paid,12-07-2021,credit card,Not Verified,67500.0,0.1947,225.22,0.0788,7200,29,8056,2,0,0.8,2021,1,10,6,2021,4,14,2,2021,6,12,5,2021,7,12,0,36
MN,Thomson Reuters,MORTGAGE,11-10-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,home improvement,Not Verified,77000.0,0.0986,273.92,0.0603,9000,27,9720,8,0,0.0,2021,10,11,0,2021,8,13,4,2021,8,13,4,2021,9,13,0,36
OH,united states postal service,MORTGAGE,09-02-2021,14-07-2021,12-04-2021,Fully Paid,12-05-2021,Debt consolidation,Source Verified,63996.0,0.1678,462.16,0.0963,14400,31,16640,10,0,0.8,2021,2,9,1,2021,7,14,2,2021,4,12,0,2021,5,12,2,36
NV,MRM Entertainment Inc.,RENT,09-02-2021,14-07-2021,14-04-2021,Charged Off,14-05-2021,small business,Verified,71000.0,0.1744,529.71,0.1632,15000,18,17761,10,4,4.4,2021,2,9,1,2021,7,14,2,2021,4,14,2,2021,5,14,4,36
OR,Unitus CCU,RENT,11-07-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,credit card,Not Verified,37157.0,0.082,310.98,0.1099,9500,13,11195,4,1,1.4,2021,7,11,6,2021,8,14,5,2021,8,14,5,2021,9,14,1,36
RI,Providence Water,MORTGAGE,10-09-2021,15-04-2021,13-04-2021,Fully Paid,13-05-2021,Debt consolidation,Not Verified,48000.0,0.0968,278.48,0.0714,9000,21,9991,10,0,0.4,2021,9,10,4,2021,4,15,3,2021,4,13,1,2021,5,13,3,36
CA,Research Data Group,RENT,10-07-2021,15-01-2021,15-01-2021,Fully Paid,15-02-2021,car,Not Verified,54000.0,0.0011,151.18,0.1398,6500,23,8852,0,2,2.4,2021,7,10,5,2021,1,15,4,2021,1,15,4,2021,2,15,0,60
CA,"Netflix, Inc",RENT,11-02-2021,15-04-2021,15-04-2021,Fully Paid,15-05-2021,Debt consolidation,Not Verified,180000.0,0.0721,257.16,0.1037,12000,31,14793,1,1,1.4,2021,2,11,3,2021,4,15,3,2021,4,15,3,2021,5,15,5,60
CT,State of Connecticut--DCF,MORTGAGE,10-05-2021,10-09-2021,10-09-2021,Fully Paid,10-10-2021,Debt consolidation,Source Verified,102000.0,0.0909,647.7,0.1025,20000,28,20501,10,1,1.2,2021,5,10,0,2021,9,10,4,2021,9,10,4,2021,10,10,6,36
NY,BR+A Consulting Engineers,RENT,09-02-2021,10-11-2021,10-10-2021,Fully Paid,10-11-2021,major purchase,Source Verified,70000.0,0.0408,320.95,0.0963,10000,20,11220,2,0,0.8,2021,2,9,1,2021,11,10,2,2021,10,10,6,2021,11,10,2,36
NY,Swiss Re,RENT,11-10-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,Debt consolidation,Not Verified,80000.0,0.121,311.11,0.0751,10000,31,10881,6,0,0.4,2021,10,11,0,2021,4,13,1,2021,4,13,1,2021,5,13,3,36
NY,Time Warner Cable,RENT,10-07-2021,16-05-2021,13-12-2021,Fully Paid,13-01-2022,moving,Verified,39996.0,0.0333,253.56,0.1793,10000,17,14498,10,4,4.8,2021,7,10,5,2021,5,16,6,2021,12,13,0,2022,1,13,3,60
IL,Plastic specialties Inc.,MORTGAGE,11-08-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,major purchase,Not Verified,72000.0,0.2198,324.65,0.1399,9500,16,11687,10,2,2.4,2021,8,11,2,2021,8,14,5,2021,8,14,5,2021,9,14,1,36
AL,Northrop Grumman,RENT,10-07-2021,16-04-2021,13-07-2021,Fully Paid,13-08-2021,credit card,Source Verified,56000.0,0.2359,391.45,0.1075,12000,26,14093,2,1,1.2,2021,7,10,5,2021,4,16,4,2021,7,13,1,2021,8,13,4,36
CA,Tristar,MORTGAGE,11-08-2021,16-04-2021,15-12-2021,Fully Paid,15-01-2022,Debt consolidation,Source Verified,72000.0,0.1292,417.61,0.1929,16000,17,23872,7,4,4.6,2021,8,11,2,2021,4,16,4,2021,12,15,2,2022,1,15,5,60
UT,Tahitian Noni Int'l,MORTGAGE,09-10-2021,10-06-2021,10-04-2021,Fully Paid,10-05-2021,Debt consolidation,Not Verified,100000.0,0.0847,173.86,0.1114,5300,32,5578,3,1,1.0,2021,10,9,5,2021,6,10,3,2021,4,10,5,2021,5,10,0,36
VA,Va. Dept of Conservation/Recreation,RENT,11-12-2021,12-11-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,Source Verified,30000.0,0.1008,305.38,0.1349,9000,9,2271,0,2,2.0,2021,12,11,5,2021,11,12,4,2021,7,12,0,2021,8,12,3,36
MO,Kum  and  Go,RENT,08-03-2021,16-05-2021,10-02-2021,Fully Paid,10-03-2021,Debt consolidation,Not Verified,34138.0,0.1599,389.41,0.1039,12000,21,13680,3,1,1.6,2021,3,8,0,2021,5,16,6,2021,2,10,2,2021,3,10,2,36
VA,Comcast,MORTGAGE,11-03-2021,16-01-2021,15-07-2021,Charged Off,15-08-2021,Debt consolidation,Verified,41136.0,0.1788,403.37,0.1825,21250,17,21527,5,5,5.0,2021,3,11,3,2021,1,16,5,2021,7,15,3,2021,8,15,6,60
MD,Maryland,MORTGAGE,11-01-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,major purchase,Not Verified,72000.0,0.0098,153.34,0.0654,5000,24,5508,10,0,0.6,2021,1,11,0,2021,8,13,4,2021,8,13,4,2021,9,13,0,36
CA,Dept of Defense,MORTGAGE,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,major purchase,Source Verified,95000.0,0.0465,237.4,0.1149,7200,17,8546,3,1,1.6,2021,9,11,5,2021,9,14,1,2021,9,14,1,2021,10,14,3,36
NY,Monsignor Scanlan High School,RENT,11-06-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,Source Verified,49000.0,0.1602,136.29,0.2136,5000,18,8034,6,5,5.6,2021,6,11,4,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
MD,Reliance Fire Protection,RENT,09-07-2021,15-02-2021,12-07-2021,Fully Paid,12-08-2021,Debt consolidation,Not Verified,25000.0,0.0298,53.55,0.1253,1600,8,1928,3,2,2.0,2021,7,9,4,2021,2,15,0,2021,7,12,0,2021,8,12,3,36
TX,Sunbelt Industrial Trucks,MORTGAGE,10-12-2021,16-01-2021,16-01-2021,Fully Paid,16-02-2021,Debt consolidation,Not Verified,65000.0,0.2184,153.75,0.0962,7300,30,9224,0,1,1.4,2021,12,10,4,2021,1,16,5,2021,1,16,5,2021,2,16,1,60
WA,Cross Telecom,MORTGAGE,11-02-2021,13-09-2021,13-09-2021,Fully Paid,13-10-2021,credit card,Source Verified,81600.0,0.1335,444.11,0.0692,14400,26,15951,6,0,0.4,2021,2,11,3,2021,9,13,0,2021,9,13,0,2021,10,13,2,36
OH,FC Industries,OWN,10-11-2021,15-04-2021,13-12-2021,Fully Paid,13-01-2022,Debt consolidation,Not Verified,110000.0,0.1064,539.65,0.0888,17000,39,19428,8,1,1.0,2021,11,10,2,2021,4,15,3,2021,12,13,0,2022,1,13,3,36
FL,Orange County Sheriffs Office,MORTGAGE,09-07-2021,14-01-2021,11-06-2021,Fully Paid,11-07-2021,Debt consolidation,Not Verified,46000.0,0.1064,188.02,0.08,6000,32,6658,10,0,0.4,2021,7,9,4,2021,1,14,3,2021,6,11,4,2021,7,11,6,36
NY,walters hot dogs,RENT,08-03-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,other,Not Verified,52000.0,0.021,313.37,0.08,10000,12,11269,9,0,0.4,2021,3,8,0,2021,1,11,0,2021,1,11,0,2021,2,11,3,36
GA,VISIONSCAPES INC,MORTGAGE,08-11-2021,15-06-2021,11-09-2021,Fully Paid,11-10-2021,credit card,Verified,86610.0,0.2012,293.65,0.1272,8750,49,10562,7,2,2.6,2021,11,8,0,2021,6,15,1,2021,9,11,5,2021,10,11,0,36
TX,MNBE,OWN,10-11-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,Verified,69996.0,0.1351,242.92,0.1595,10000,17,14259,2,4,4.0,2021,11,10,2,2021,10,14,3,2021,10,14,3,2021,11,14,6,60
UT,State of Utah,MORTGAGE,11-05-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,Not Verified,105000.0,0.0755,157.82,0.0849,5000,24,5681,10,0,0.8,2021,5,11,1,2021,5,16,6,2021,6,14,0,2021,7,14,2,36
TX,Wells Fargo,MORTGAGE,11-09-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,small business,Verified,47000.0,0.17,408.04,0.1879,21750,12,22102,2,4,4.4,2021,9,11,5,2021,4,14,2,2021,4,14,2,2021,5,14,4,60
CA,the saloon,RENT,11-06-2021,13-04-2021,12-11-2021,Fully Paid,12-12-2021,house,Not Verified,40000.0,0.0072,390.54,0.1059,12000,15,12826,10,1,1.2,2021,6,11,4,2021,4,13,1,2021,11,12,4,2021,12,12,6,36
RI,Merrill Lynch,OWN,11-12-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,other,Not Verified,50000.0,0.0679,164.11,0.0751,5275,37,5372,5,0,0.4,2021,12,11,5,2021,3,12,4,2021,3,12,4,2021,4,12,0,36
TX,Texas A&M university,MORTGAGE,11-12-2021,16-05-2021,12-06-2021,Charged Off,12-07-2021,credit card,Source Verified,65000.0,0.2005,335.93,0.203,12600,19,2010,6,4,4.8,2021,12,11,5,2021,5,16,6,2021,6,12,5,2021,7,12,0,60
MD,Prometric,RENT,09-11-2021,15-02-2021,11-07-2021,Fully Paid,11-08-2021,Debt consolidation,Not Verified,40046.0,0.1978,415.74,0.1496,12000,8,14170,2,3,3.2,2021,11,9,1,2021,2,15,0,2021,7,11,6,2021,8,11,2,36
WA,Microsoft,MORTGAGE,11-04-2021,11-05-2021,11-06-2021,Fully Paid,11-07-2021,Debt consolidation,Verified,107000.0,0.0028,1123.29,0.0963,35000,15,35283,10,1,1.0,2021,4,11,6,2021,5,11,1,2021,6,11,4,2021,7,11,6,36
CA,Technisource,RENT,10-11-2021,15-12-2021,15-12-2021,Fully Paid,15-01-2022,renewable_energy,Verified,92160.0,0.0565,428.5,0.1036,20000,20,25709,0,1,1.8,2021,11,10,2,2021,12,15,2,2021,12,15,2,2022,1,15,5,60
CA,U.S. Marshals Service,RENT,10-02-2021,12-05-2021,12-04-2021,Fully Paid,12-05-2021,credit card,Not Verified,50000.0,0.2453,621.97,0.1099,19000,14,21408,2,1,1.6,2021,2,10,2,2021,5,12,2,2021,4,12,0,2021,5,12,2,36
LA,Superior,MORTGAGE,11-08-2021,16-05-2021,15-06-2021,Fully Paid,15-07-2021,Debt consolidation,Source Verified,66000.0,0.2356,99.18,0.1689,4000,21,5805,1,3,3.6,2021,8,11,2,2021,5,16,6,2021,6,15,1,2021,7,15,3,60
WI,United Parcel Service,RENT,11-10-2021,16-05-2021,14-11-2021,Fully Paid,14-12-2021,credit card,Source Verified,17000.0,0.2047,95.1,0.1171,2875,8,3422,6,1,1.4,2021,10,11,0,2021,5,16,6,2021,11,14,6,2021,12,14,1,36
NH,verizon wireless,RENT,07-11-2021,16-04-2021,10-11-2021,Fully Paid,10-12-2021,Debt consolidation,Not Verified,50000.0,0.0804,263.97,0.1154,8000,13,9505,1,2,2.8,2021,11,7,6,2021,4,16,4,2021,11,10,2,2021,12,10,4,36
DE,Reed Trucking,OWN,10-10-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,major purchase,Not Verified,39000.0,0.0926,152.19,0.1484,4400,16,5438,2,3,3.0,2021,10,10,6,2021,5,16,6,2021,6,13,6,2021,7,13,1,36
TX,Compucom,RENT,11-01-2021,15-11-2021,12-10-2021,Fully Paid,12-11-2021,other,Verified,42000.0,0.1494,136.89,0.1409,4000,10,4747,4,3,3.0,2021,1,11,0,2021,11,15,0,2021,10,12,1,2021,11,12,4,36
MI,Bronson Precision Products,MORTGAGE,10-12-2021,16-01-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,Not Verified,48000.0,0.105,310.14,0.0999,23000,37,16717,9,1,1.6,2021,12,10,4,2021,1,16,5,2021,8,12,3,2021,9,12,6,60
NY,Everest Entertainment,MORTGAGE,11-12-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,major purchase,Verified,120000.0,0.0221,446.14,0.089,14050,13,15812,3,0,0.8,2021,12,11,5,2021,12,13,0,2021,12,13,0,2022,1,13,3,36
WA,group health cooperative,MORTGAGE,11-05-2021,16-04-2021,14-06-2021,Fully Paid,14-07-2021,home improvement,Not Verified,60000.0,0.1162,301.6,0.0542,10000,36,10858,1,0,0.0,2021,5,11,1,2021,4,16,4,2021,6,14,0,2021,7,14,2,36
NY,Security Specialists,RENT,10-03-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,Debt consolidation,Not Verified,68000.0,0.0893,175.06,0.157,5000,13,6303,10,3,3.6,2021,3,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
CT,CheckFreePay,MORTGAGE,11-05-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,home improvement,Not Verified,65000.0,0.2018,105.55,0.1149,4800,34,2006,8,1,1.6,2021,5,11,1,2021,3,13,5,2021,10,12,1,2021,11,12,4,60
CT,Sikorsky,RENT,09-10-2021,16-05-2021,10-03-2021,Charged Off,10-04-2021,Debt consolidation,Not Verified,67000.0,0.0817,288.78,0.0774,9250,28,1443,2,0,0.4,2021,10,9,5,2021,5,16,6,2021,3,10,2,2021,4,10,5,36
VA,T.G.I. Fridays,RENT,11-12-2021,15-12-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,Not Verified,48000.0,0.1663,365.23,0.0603,12000,14,13110,3,0,0.0,2021,12,11,5,2021,12,15,2,2021,6,14,0,2021,7,14,2,36
FL,Education Technology Services,RENT,11-02-2021,16-01-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,Not Verified,37500.0,0.1328,346.22,0.1491,10000,11,11264,3,3,3.2,2021,2,11,3,2021,1,16,5,2021,10,12,1,2021,11,12,4,36
TX,brookshires grocery company,RENT,10-07-2021,14-11-2021,14-06-2021,Charged Off,14-07-2021,credit card,Source Verified,40000.0,0.174,242.92,0.1595,10000,22,11833,10,3,3.6,2021,7,10,5,2021,11,14,6,2021,6,14,0,2021,7,14,2,60
NY,NYSDOT,MORTGAGE,11-02-2021,16-04-2021,16-03-2021,Fully Paid,16-04-2021,medical,Source Verified,79150.0,0.1515,182.43,0.138,7875,37,10945,10,2,2.6,2021,2,11,3,2021,4,16,4,2021,3,16,1,2021,4,16,4,60
TX,Sierra Nevada Corporation,MORTGAGE,10-11-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,home improvement,Verified,130000.0,0.0821,455.2,0.0617,24250,42,16388,0,0,0.4,2021,11,10,2,2021,5,16,6,2021,11,13,5,2021,12,13,0,36
CA,The Mergis Group,RENT,11-10-2021,14-10-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,Source Verified,60000.0,0.1358,334.16,0.1242,10000,18,11343,0,1,1.6,2021,10,11,0,2021,10,14,3,2021,5,13,3,2021,6,13,6,36
CA,Aegis Medical Systems,RENT,10-09-2021,13-07-2021,13-02-2021,Charged Off,13-03-2021,credit card,Not Verified,63000.0,0.0602,171.48,0.1038,8000,40,5074,2,1,1.0,2021,9,10,4,2021,7,13,1,2021,2,13,5,2021,3,13,5,60
CA,The Salk Institute,RENT,11-01-2021,13-07-2021,13-07-2021,Fully Paid,13-08-2021,wedding,Source Verified,50000.0,0.0144,324.37,0.1036,10000,6,11621,0,1,1.8,2021,1,11,0,2021,7,13,1,2021,7,13,1,2021,8,13,4,36
NY,NYCDOE,RENT,11-09-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,Not Verified,1782000.0,0.0131,412.57,0.1427,12025,30,14847,10,2,2.2,2021,9,11,5,2021,5,16,6,2021,9,14,1,2021,10,14,3,36
OK,American Heart Association,MORTGAGE,11-10-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,small business,Verified,55000.0,0.1071,530.07,0.0991,25000,31,30274,1,1,1.0,2021,10,11,0,2021,8,14,5,2021,8,14,5,2021,9,14,1,60
OH,Siemans,MORTGAGE,11-05-2021,16-03-2021,16-03-2021,Fully Paid,16-04-2021,credit card,Verified,50000.0,0.2482,389.01,0.1599,16000,24,23318,8,3,3.2,2021,5,11,1,2021,3,16,1,2021,3,16,1,2021,4,16,4,60
AL,Pizza Hut,RENT,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,Not Verified,35000.0,0.1587,386.7,0.0991,12000,7,13921,8,1,1.0,2021,12,11,5,2021,12,14,1,2021,12,14,1,2022,1,14,4,36
NY,NY Presbyterian Hospital,RENT,10-02-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,wedding,Not Verified,76000.0,0.1192,506.18,0.1311,15000,30,18072,6,2,2.2,2021,2,10,2,2021,5,16,6,2021,8,12,3,2021,9,12,6,36
DE,us air force,MORTGAGE,10-10-2021,14-12-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,Not Verified,54828.0,0.2397,177.82,0.1682,5000,14,6402,10,4,4.2,2021,10,10,6,2021,12,14,1,2021,10,13,2,2021,11,13,5,36
IL,NCO Credit Services,RENT,10-08-2021,15-11-2021,12-05-2021,Fully Paid,12-06-2021,Debt consolidation,Not Verified,15120.0,0.131,98.96,0.1038,3050,7,3465,6,1,1.0,2021,8,10,1,2021,11,15,0,2021,5,12,2,2021,6,12,5,36
PA,Rosenn Jenkins & Greenwald,MORTGAGE,11-05-2021,11-10-2021,11-09-2021,Fully Paid,11-10-2021,home improvement,Verified,43000.0,0.2671,233.67,0.0999,11000,25,11360,10,1,1.0,2021,5,11,1,2021,10,11,0,2021,9,11,5,2021,10,11,0,60
NY,US Postaql Service,RENT,11-10-2021,13-02-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,94000.0,0.0563,544.17,0.1825,15000,16,6623,10,3,3.8,2021,10,11,0,2021,2,13,5,2021,10,12,1,2021,11,12,4,36
PA,Language Services Associates,OWN,11-06-2021,16-03-2021,11-10-2021,Fully Paid,11-11-2021,Debt consolidation,Source Verified,35000.0,0.1337,202.01,0.0849,6400,31,6533,2,0,0.8,2021,6,11,4,2021,3,16,1,2021,10,11,0,2021,11,11,3,36
MN,IBM,MORTGAGE,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,credit card,Source Verified,132000.0,0.1129,463.38,0.1864,18000,31,24541,9,4,4.0,2021,12,11,5,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
WY,Questar Pipeline Company,OWN,09-05-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,home improvement,Source Verified,66948.0,0.1889,654.28,0.1095,20000,15,23554,10,1,1.0,2021,5,9,6,2021,5,12,2,2021,5,12,2,2021,6,12,5,36
CO,Design Platform LLC,MORTGAGE,11-03-2021,13-11-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,Not Verified,54000.0,0.1716,131.17,0.1111,4000,18,4710,2,1,1.8,2021,3,11,3,2021,11,13,5,2021,11,13,5,2021,12,13,0,36
WA,"MaestroSoft, Inc.",RENT,11-01-2021,15-10-2021,11-10-2021,Fully Paid,11-11-2021,credit card,Not Verified,60400.0,0.186,255.33,0.0925,8000,47,8500,2,1,1.2,2021,1,11,0,2021,10,15,4,2021,10,11,0,2021,11,11,3,36
NY,No title,MORTGAGE,09-09-2021,15-08-2021,12-07-2021,Fully Paid,12-08-2021,credit card,Not Verified,110000.0,0.0707,476.58,0.0894,15000,19,17136,0,0,0.8,2021,9,9,3,2021,8,15,6,2021,7,12,0,2021,8,12,3,36
NJ,CBS,RENT,10-12-2021,16-05-2021,13-09-2021,Fully Paid,13-10-2021,Debt consolidation,Source Verified,39996.0,0.2055,573.21,0.1409,16750,13,20570,4,3,3.0,2021,12,10,4,2021,5,16,6,2021,9,13,0,2021,10,13,2,36
OR,Pioneer Villa,RENT,10-08-2021,16-05-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,Not Verified,26400.0,0.2464,111.64,0.1435,3250,20,2676,10,2,2.6,2021,8,10,1,2021,5,16,6,2021,8,12,3,2021,9,12,6,36
TX,Texas Department of Family and Protective Services,RENT,11-05-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,Debt consolidation,Source Verified,36000.0,0.0677,311.02,0.0749,10000,8,10951,2,0,0.6,2021,5,11,1,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
CA,Aerojet,MORTGAGE,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,credit card,Verified,94800.0,0.2291,426.1,0.0603,14000,39,15337,10,0,0.0,2021,10,11,0,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
CA,Walden House,RENT,11-02-2021,15-10-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,Verified,70000.0,0.2515,927.38,0.1306,27500,23,31942,4,2,2.2,2021,2,11,3,2021,10,15,4,2021,10,12,1,2021,11,12,4,36
PA,Monongahela,MORTGAGE,11-09-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,Not Verified,32000.0,0.1995,35.31,0.1629,1000,31,1271,10,3,3.0,2021,9,11,5,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
FL,Imaging Center Network,MORTGAGE,10-10-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,Not Verified,60000.0,0.2292,153.2,0.0925,4800,29,5515,4,1,1.2,2021,10,10,6,2021,5,16,6,2021,11,13,5,2021,12,13,0,36
WA,No title,RENT,11-06-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,credit card,Not Verified,42000.0,0.1611,162.73,0.1059,5000,22,5858,10,1,1.2,2021,6,11,4,2021,7,14,2,2021,7,14,2,2021,8,14,5,36
CA,OneLegacy,RENT,11-02-2021,13-05-2021,13-06-2021,Fully Paid,13-07-2021,other,Not Verified,50000.0,0.0117,150.01,0.1037,7000,3,8228,2,1,1.4,2021,2,11,3,2021,5,13,3,2021,6,13,6,2021,7,13,1,60
NJ,Best Buy Co Inc,RENT,09-09-2021,13-01-2021,12-09-2021,Fully Paid,12-10-2021,Debt consolidation,Verified,35364.0,0.1697,669.33,0.1253,20000,6,24096,1,1,1.8,2021,9,9,3,2021,1,13,2,2021,9,12,6,2021,10,12,1,36
GA,Office Associates,MORTGAGE,09-08-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,Debt consolidation,Verified,100000.0,0.2255,689.51,0.1461,20000,48,22973,2,3,3.0,2021,8,9,0,2021,3,11,3,2021,3,11,3,2021,4,11,6,36
CA,Business.com,RENT,09-05-2021,11-09-2021,11-02-2021,Fully Paid,11-03-2021,Debt consolidation,Not Verified,94992.0,0.0192,397.97,0.1189,12000,23,13809,1,1,1.6,2021,5,9,6,2021,9,11,5,2021,2,11,3,2021,3,11,3,36
AL,southern cal,MORTGAGE,11-06-2021,15-03-2021,14-07-2021,Fully Paid,14-08-2021,Debt consolidation,Not Verified,48000.0,0.227,298.89,0.1199,9000,22,10760,3,1,1.8,2021,6,11,4,2021,3,15,0,2021,7,14,2,2021,8,14,5,36
