address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
MN,St Lukes Hospital,RENT,08-01-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,major purchase,Not Verified,35064.0,0.1896,63.03,0.0838,2000,13,2268,4,0,0.8,2021,1,8,4,2021,1,11,0,2021,1,11,0,2021,2,11,3,36
MA,PTC,RENT,08-02-2021,11-02-2021,11-03-2021,Fully Paid,11-04-2021,major purchase,Not Verified,35020.0,0.0072,182.61,0.0832,5800,10,6574,0,0,0.6,2021,2,8,0,2021,2,11,3,2021,3,11,3,2021,4,11,6,36
MD,Outreach and Specail Needs,RENT,07-11-2021,09-12-2021,08-08-2021,Fully Paid,08-09-2021,major purchase,Not Verified,72000.0,0.1118,93.23,0.0743,3000,14,3136,10,0,0.2,2021,11,7,6,2021,12,9,3,2021,8,8,6,2021,9,8,2,36
TN,American Legion,RENT,08-03-2021,13-11-2021,11-03-2021,Fully Paid,11-04-2021,major purchase,Not Verified,20244.0,0.0599,224.07,0.0945,7000,17,8067,0,1,1.0,2021,3,8,0,2021,11,13,5,2021,3,11,3,2021,4,11,6,36
NJ,Computer Discount of NJ,RENT,07-12-2021,16-04-2021,10-12-2021,Fully Paid,10-01-2022,major purchase,Not Verified,48000.0,0.0038,158.31,0.087,5000,25,5699,10,1,1.0,2021,12,7,1,2021,4,16,4,2021,12,10,4,2022,1,10,0,36
WA,Exeter House,RENT,08-01-2021,13-03-2021,11-01-2021,Fully Paid,11-02-2021,major purchase,Not Verified,25920.0,0.0556,292.91,0.1059,9000,8,10545,1,2,2.2,2021,1,8,4,2021,3,13,5,2021,1,11,0,2021,2,11,3,36
TX,Blanket Enterprises,RENT,08-03-2021,09-06-2021,09-06-2021,Fully Paid,09-07-2021,major purchase,Not Verified,100000.0,0.012,296.1,0.1134,9000,14,10058,7,2,2.2,2021,3,8,0,2021,6,9,2,2021,6,9,2,2021,7,9,4,36
CA,Sara Lee,RENT,08-03-2021,14-08-2021,11-03-2021,Fully Paid,11-04-2021,major purchase,Not Verified,70000.0,0.1707,407.52,0.1355,12000,13,14670,10,3,3.6,2021,3,8,0,2021,8,14,5,2021,3,11,3,2021,4,11,6,36
NY,Sorrento Lactalis,RENT,08-01-2021,14-10-2021,11-01-2021,Fully Paid,11-02-2021,major purchase,Not Verified,60000.0,0.2006,563.4,0.1267,16800,32,20282,3,3,3.2,2021,1,8,4,2021,10,14,3,2021,1,11,0,2021,2,11,3,36
CA,St. Marys Hospital,MORTGAGE,10-06-2021,10-07-2021,10-07-2021,Fully Paid,10-08-2021,major purchase,Not Verified,52800.0,0.128,86.15,0.0676,2800,37,2816,1,0,0.2,2021,6,10,3,2021,7,10,5,2021,7,10,5,2021,8,10,1,36
MA,Schernecker Property Services,MORTGAGE,11-08-2021,16-02-2021,13-11-2021,Fully Paid,13-12-2021,major purchase,Not Verified,70000.0,0.1896,148.19,0.0699,4800,21,5297,1,0,0.4,2021,8,11,2,2021,2,16,1,2021,11,13,5,2021,12,13,0,36
OH,Swagelok,MORTGAGE,11-05-2021,16-03-2021,12-06-2021,Fully Paid,12-07-2021,major purchase,Not Verified,57200.0,0.0105,74.65,0.0749,2400,7,2555,1,0,0.6,2021,5,11,1,2021,3,16,1,2021,6,12,5,2021,7,12,0,36
GA,"Zep, Inc.",MORTGAGE,09-01-2021,09-07-2021,09-07-2021,Fully Paid,09-08-2021,major purchase,Not Verified,66500.0,0.0835,293.91,0.0932,9200,21,9602,1,0,0.6,2021,1,9,5,2021,7,9,4,2021,7,9,4,2021,8,9,0,36
NJ,"Loftus Electric, Inc.",MORTGAGE,11-11-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,major purchase,Not Verified,50000.0,0.1193,91.31,0.0603,3000,15,3282,10,0,0.0,2021,11,11,3,2021,5,16,6,2021,8,14,5,2021,9,14,1,36
OH,Ford Motor,MORTGAGE,09-02-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,major purchase,Not Verified,62004.0,0.035,111.77,0.0737,3600,20,4023,10,0,0.0,2021,2,9,1,2021,2,12,4,2021,2,12,4,2021,3,12,4,36
OR,flakeboard america,MORTGAGE,11-07-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,major purchase,Not Verified,75000.0,0.1202,331.76,0.0542,11000,22,11696,10,0,0.0,2021,7,11,6,2021,2,13,5,2021,1,13,2,2021,2,13,5,36
MI,Farm Bureau Insurance,MORTGAGE,11-07-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,major purchase,Not Verified,112000.0,0.0769,105.56,0.0542,3500,23,3721,10,0,0.0,2021,7,11,6,2021,2,13,5,2021,1,13,2,2021,2,13,5,36
AZ,MCM Integrated Technologies Ltd.,MORTGAGE,11-05-2021,15-12-2021,12-08-2021,Fully Paid,12-09-2021,major purchase,Not Verified,96000.0,0.0647,120.64,0.0542,4000,18,4210,10,0,0.0,2021,5,11,1,2021,12,15,2,2021,8,12,3,2021,9,12,6,36
CA,Motion Industries,MORTGAGE,11-12-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,major purchase,Not Verified,60000.0,0.1484,304.36,0.0603,10000,19,10518,10,0,0.0,2021,12,11,5,2021,12,12,6,2021,12,12,6,2022,1,12,2,36
PA,HDR Inc.,MORTGAGE,11-03-2021,13-02-2021,12-12-2021,Fully Paid,12-01-2022,major purchase,Not Verified,135600.0,0.1154,30.16,0.0542,1000,27,1063,10,0,0.0,2021,3,11,3,2021,2,13,5,2021,12,12,6,2022,1,12,2,36
WV,No title,MORTGAGE,11-09-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,major purchase,Not Verified,35000.0,0.0809,60.32,0.0542,2000,32,2187,10,0,0.0,2021,9,11,5,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
CA,Franchise Tax Board,MORTGAGE,10-07-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,major purchase,Not Verified,81600.0,0.0643,39.78,0.0639,1300,31,1432,10,0,0.0,2021,7,10,5,2021,8,13,4,2021,8,13,4,2021,9,13,0,36
FL,Jackson Health System,MORTGAGE,11-01-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,major purchase,Not Verified,120000.0,0.2088,180.96,0.0542,6000,27,6515,10,0,0.0,2021,1,11,0,2021,5,16,6,2021,1,14,3,2021,2,14,6,36
VA,Norfolk Sheriff,MORTGAGE,11-07-2021,12-05-2021,12-05-2021,Fully Paid,12-06-2021,major purchase,Not Verified,55000.0,0.0096,120.64,0.0542,4000,40,4131,10,0,0.0,2021,7,11,6,2021,5,12,2,2021,5,12,2,2021,6,12,5,36
CA,Hazel Hawkins Memorial Hospital,MORTGAGE,11-03-2021,15-09-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,120000.0,0.1257,301.6,0.0542,10000,18,10858,10,0,0.0,2021,3,11,3,2021,9,15,2,2021,3,14,6,2021,4,14,2,36
FL,City of Orlando,MORTGAGE,11-07-2021,14-07-2021,14-07-2021,Fully Paid,14-08-2021,major purchase,Not Verified,76000.0,0.1023,144.77,0.0542,4800,39,5212,10,0,0.0,2021,7,11,6,2021,7,14,2,2021,7,14,2,2021,8,14,5,36
CA,bas construction,MORTGAGE,11-08-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,100000.0,0.0648,180.96,0.0542,6000,33,6480,10,0,0.0,2021,8,11,2,2021,3,14,6,2021,3,14,6,2021,4,14,2,36
CA,KTTV 11 Fox TV,MORTGAGE,11-04-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,major purchase,Not Verified,120000.0,0.0698,301.6,0.0542,10000,31,10858,10,0,0.0,2021,4,11,6,2021,5,14,4,2021,5,14,4,2021,6,14,0,36
PA,BNY Mellon,MORTGAGE,11-09-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,major purchase,Not Verified,93000.0,0.1919,211.12,0.0542,7000,43,7600,10,0,0.0,2021,9,11,5,2021,5,16,6,2021,9,14,1,2021,10,14,3,36
OH,honda of america manufacturing,MORTGAGE,11-08-2021,14-08-2021,14-08-2021,Fully Paid,14-09-2021,major purchase,Not Verified,49920.0,0.257,100.29,0.0542,3325,43,3610,10,0,0.0,2021,8,11,2,2021,8,14,5,2021,8,14,5,2021,9,14,1,36
WI,Georgia Pacific,MORTGAGE,11-08-2021,14-07-2021,14-09-2021,Fully Paid,14-10-2021,major purchase,Not Verified,62400.0,0.2885,30.16,0.0542,1000,44,1086,10,0,0.0,2021,8,11,2,2021,7,14,2,2021,9,14,1,2021,10,14,3,36
SC,Merge Healthcare,MORTGAGE,10-12-2021,16-03-2021,11-09-2021,Fully Paid,11-10-2021,major purchase,Not Verified,113000.0,0.0298,242.62,0.0579,8000,13,8281,10,0,0.2,2021,12,10,4,2021,3,16,1,2021,9,11,5,2021,10,11,0,36
OR,Retired,MORTGAGE,08-12-2021,11-12-2021,11-12-2021,Fully Paid,11-01-2022,major purchase,Not Verified,44000.0,0.1759,77.98,0.0768,2500,17,2807,10,0,0.2,2021,12,8,2,2021,12,11,5,2021,12,11,5,2022,1,11,1,36
FL,Black Box Network Services,MORTGAGE,08-03-2021,11-03-2021,11-04-2021,Fully Paid,11-05-2021,major purchase,Not Verified,39600.0,0.0952,187.14,0.0768,6000,17,6737,10,0,0.2,2021,3,8,0,2021,3,11,3,2021,4,11,6,2021,5,11,1,36
FL,Fresenius Medical Services,MORTGAGE,11-06-2021,13-07-2021,13-06-2021,Fully Paid,13-07-2021,major purchase,Not Verified,80000.0,0.0631,273.76,0.0599,9000,24,9752,10,0,0.2,2021,6,11,4,2021,7,13,1,2021,6,13,6,2021,7,13,1,36
MA,Umass Biologics Labs,MORTGAGE,10-06-2021,16-02-2021,13-07-2021,Fully Paid,13-08-2021,major purchase,Not Verified,55000.0,0.1975,92.31,0.0676,3000,16,3323,10,0,0.2,2021,6,10,3,2021,2,16,1,2021,7,13,1,2021,8,13,4,36
TX,Wood Group - TransCanada Turbines,MORTGAGE,10-07-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,major purchase,Not Verified,121200.0,0.1883,44.62,0.0676,1450,48,1606,10,0,0.2,2021,7,10,5,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
NJ,ACS HR Solutions,MORTGAGE,10-11-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,major purchase,Not Verified,80000.0,0.0133,91.5,0.0617,3000,20,3287,10,0,0.4,2021,11,10,2,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
RI,Rotork,MORTGAGE,11-12-2021,16-04-2021,14-12-2021,Fully Paid,14-01-2022,major purchase,Not Verified,45000.0,0.1237,155.56,0.0751,5000,7,5600,10,0,0.4,2021,12,11,5,2021,4,16,4,2021,12,14,1,2022,1,14,4,36
CA,The Zenith Insurance Company,MORTGAGE,09-12-2021,12-12-2021,13-01-2021,Fully Paid,13-02-2021,major purchase,Not Verified,68000.0,0.0141,112.39,0.0774,3600,13,4046,10,0,0.4,2021,12,9,3,2021,12,12,6,2021,1,13,2,2021,2,13,5,36
MD,"McCormick & Co., Inc.",MORTGAGE,10-05-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,major purchase,Not Verified,79000.0,0.0843,232.05,0.0714,7500,25,8354,10,0,0.4,2021,5,10,0,2021,5,16,6,2021,5,13,3,2021,6,13,6,36
MD,morningstar welding,MORTGAGE,09-10-2021,10-07-2021,10-08-2021,Fully Paid,10-09-2021,major purchase,Not Verified,70000.0,0.0576,124.88,0.0774,4000,19,4189,10,0,0.4,2021,10,9,5,2021,7,10,5,2021,8,10,1,2021,9,10,4,36
MA,Comm of Mass,MORTGAGE,10-01-2021,16-04-2021,12-01-2021,Fully Paid,12-02-2021,major purchase,Not Verified,29328.0,0.214,312.19,0.0774,10000,14,11087,10,0,0.4,2021,1,10,6,2021,4,16,4,2021,1,12,1,2021,2,12,4,36
NY,Fredonia Central School,MORTGAGE,10-05-2021,16-05-2021,13-05-2021,Fully Paid,13-06-2021,major purchase,Not Verified,70000.0,0.2126,185.64,0.0714,6000,40,6684,10,0,0.4,2021,5,10,0,2021,5,16,6,2021,5,13,3,2021,6,13,6,36
PA,trailzend,MORTGAGE,10-02-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,major purchase,Not Verified,40000.0,0.1833,123.76,0.0714,4000,43,4456,10,0,0.4,2021,2,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
TX,Pilgrim's Pride Corp,MORTGAGE,09-10-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,major purchase,Not Verified,105000.0,0.0727,218.54,0.0774,7000,28,7838,10,0,0.4,2021,10,9,5,2021,4,12,0,2021,4,12,0,2021,5,12,2,36
WV,chapman printing co,MORTGAGE,10-03-2021,16-03-2021,11-01-2021,Fully Paid,11-02-2021,major purchase,Not Verified,33600.0,0.0054,201.11,0.0714,6500,32,6823,10,0,0.4,2021,3,10,2,2021,3,16,1,2021,1,11,0,2021,2,11,3,36
CT,State of Connecticut,MORTGAGE,11-07-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,major purchase,Not Verified,120000.0,0.1439,185.24,0.0699,6000,53,6175,10,0,0.4,2021,7,11,6,2021,3,12,4,2021,3,12,4,2021,4,12,0,36
MD,Maryland,MORTGAGE,11-01-2021,13-08-2021,13-08-2021,Fully Paid,13-09-2021,major purchase,Not Verified,72000.0,0.0098,153.34,0.0654,5000,24,5508,10,0,0.6,2021,1,11,0,2021,8,13,4,2021,8,13,4,2021,9,13,0,36
SC,US Air Force,MORTGAGE,10-05-2021,13-09-2021,12-09-2021,Fully Paid,12-10-2021,major purchase,Not Verified,72000.0,0.0705,77.78,0.0751,2500,17,2774,10,0,0.6,2021,5,10,0,2021,9,13,0,2021,9,12,6,2021,10,12,1,36
CT,"Sharp, Shield & Smith",MORTGAGE,09-12-2021,16-03-2021,12-12-2021,Fully Paid,12-01-2022,major purchase,Not Verified,105000.0,0.0739,237.08,0.0859,7500,39,8535,10,0,0.6,2021,12,9,3,2021,3,16,1,2021,12,12,6,2022,1,12,2,36
CT,Vermont Pure/Crystal Rock,MORTGAGE,10-04-2021,14-05-2021,11-11-2021,Fully Paid,11-12-2021,major purchase,Not Verified,165000.0,0.0676,279.99,0.0751,9000,34,9822,10,0,0.6,2021,4,10,5,2021,5,14,4,2021,11,11,3,2021,12,11,5,36
VT,IBM,MORTGAGE,11-02-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,major purchase,Not Verified,62000.0,0.0116,81.07,0.0766,2600,21,2919,10,0,0.8,2021,2,11,3,2021,2,14,6,2021,2,14,6,2021,3,14,6,36
MA,Social Security Administration,MORTGAGE,11-08-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,major purchase,Not Verified,63000.0,0.1223,53.66,0.0849,1700,14,1932,10,0,0.8,2021,8,11,2,2021,9,14,1,2021,9,14,1,2021,10,14,3,36
AL,Fairfax Imaging  Inc.,MORTGAGE,10-01-2021,14-11-2021,10-07-2021,Fully Paid,10-08-2021,major purchase,Not Verified,126000.0,0.0594,469.21,0.0788,15000,29,15468,10,0,0.8,2021,1,10,6,2021,11,14,6,2021,7,10,5,2021,8,10,1,36
WI,City of Milwaukee,MORTGAGE,10-03-2021,16-01-2021,13-03-2021,Fully Paid,13-04-2021,major purchase,Not Verified,77000.0,0.0031,312.81,0.0788,10000,20,11259,10,0,0.8,2021,3,10,2,2021,1,16,5,2021,3,13,5,2021,4,13,1,36
CA,ABM Engineering,MORTGAGE,11-05-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,major purchase,Not Verified,95000.0,0.117,113.63,0.0849,3600,37,4091,10,0,0.8,2021,5,11,1,2021,5,14,4,2021,5,14,4,2021,6,14,0,36
MN,American Medical Systems,MORTGAGE,11-04-2021,15-02-2021,14-04-2021,Fully Paid,14-05-2021,major purchase,Not Verified,95000.0,0.0808,90.48,0.0542,3000,17,3257,2,0,0.0,2021,4,11,6,2021,2,15,0,2021,4,14,2,2021,5,14,4,36
IL,Sentry Insurance,MORTGAGE,11-01-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Not Verified,50000.0,0.0859,211.12,0.0542,7000,16,7549,2,0,0.0,2021,1,11,0,2021,4,13,1,2021,4,13,1,2021,5,13,3,36
FL,Electricon Services LLc,MORTGAGE,11-11-2021,16-04-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,72000.0,0.1058,152.18,0.0603,5000,16,5315,2,0,0.0,2021,11,11,3,2021,4,16,4,2021,3,14,6,2021,4,14,2,36
NJ,pinnacledietary.com,MORTGAGE,11-08-2021,14-02-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,62000.0,0.1275,150.8,0.0542,5000,33,5395,2,0,0.0,2021,8,11,2,2021,2,14,6,2021,3,14,6,2021,4,14,2,36
HI,Department of Defense,MORTGAGE,11-06-2021,16-05-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,88668.0,0.033,92.12,0.0662,3000,17,3310,2,0,0.2,2021,6,11,4,2021,5,16,6,2021,3,14,6,2021,4,14,2,36
CA,Williams-Sonoma Inc,MORTGAGE,10-01-2021,14-09-2021,10-03-2021,Fully Paid,10-04-2021,major purchase,Not Verified,98000.0,0.0833,154.7,0.0714,5000,27,5030,2,0,0.4,2021,1,10,6,2021,9,14,1,2021,3,10,2,2021,4,10,5,36
FL,"Linkhorst & Hockin, P.A.",MORTGAGE,10-09-2021,12-10-2021,12-11-2021,Fully Paid,12-12-2021,major purchase,Not Verified,120000.0,0.1257,216.59,0.0714,7000,25,7714,2,0,0.4,2021,9,10,4,2021,10,12,1,2021,11,12,4,2021,12,12,6,36
NJ,MediaVest,MORTGAGE,09-12-2021,12-02-2021,12-03-2021,Fully Paid,12-04-2021,major purchase,Not Verified,107000.0,0.0624,156.1,0.0774,5000,32,5565,2,0,0.4,2021,12,9,3,2021,2,12,4,2021,3,12,4,2021,4,12,0,36
NY,i2i fabrications,MORTGAGE,11-03-2021,13-10-2021,12-02-2021,Fully Paid,12-03-2021,major purchase,Not Verified,45000.0,0.2211,92.53,0.0692,3000,19,3153,2,0,0.4,2021,3,11,3,2021,10,13,2,2021,2,12,4,2021,3,12,4,36
IL,"Medical Solutions, Inc.",MORTGAGE,10-11-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,major purchase,Not Verified,100000.0,0.1146,265.35,0.0617,14000,39,9474,2,0,0.4,2021,11,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
AL,Southern Union Community College,MORTGAGE,09-11-2021,13-08-2021,12-08-2021,Fully Paid,12-09-2021,major purchase,Not Verified,55000.0,0.0609,221.28,0.0859,7000,15,7951,2,0,0.6,2021,11,9,1,2021,8,13,4,2021,8,12,3,2021,9,12,6,36
MD,Sparta,MORTGAGE,11-10-2021,16-04-2021,14-01-2021,Fully Paid,14-02-2021,major purchase,Not Verified,101004.0,0.0912,344.98,0.079,11025,36,12320,2,0,0.6,2021,10,11,0,2021,4,16,4,2021,1,14,3,2021,2,14,6,36
CA,General Atomics,MORTGAGE,10-12-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,major purchase,Not Verified,39000.0,0.0114,168.9,0.0542,5600,14,5894,3,0,0.0,2021,12,10,4,2021,3,12,4,2021,3,12,4,2021,4,12,0,36
CA,BNSF RAILWAY,MORTGAGE,11-04-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,major purchase,Not Verified,82000.0,0.1638,308.41,0.0692,10000,13,11103,3,0,0.4,2021,4,11,6,2021,4,14,2,2021,5,14,4,2021,6,14,0,36
MA,UMass,MORTGAGE,09-03-2021,12-03-2021,12-04-2021,Fully Paid,12-05-2021,major purchase,Not Verified,96713.32,0.1179,219.36,0.08,7000,16,7897,3,0,0.4,2021,3,9,1,2021,3,12,4,2021,4,12,0,2021,5,12,2,36
TX,Overhead Door Corp.,MORTGAGE,10-05-2021,13-05-2021,13-06-2021,Fully Paid,13-07-2021,major purchase,Not Verified,75000.0,0.005,311.11,0.0751,10000,14,11200,3,0,0.6,2021,5,10,0,2021,5,13,3,2021,6,13,6,2021,7,13,1,36
MN,Pizza Hut,MORTGAGE,08-12-2021,16-05-2021,11-04-2021,Fully Paid,11-05-2021,major purchase,Not Verified,25000.0,0.1282,223.63,0.0932,7000,15,7940,3,0,0.6,2021,12,8,2,2021,5,16,6,2021,4,11,6,2021,5,11,1,36
HI,Boys and Girls Club of the Big Island,MORTGAGE,10-01-2021,11-10-2021,11-10-2021,Fully Paid,11-11-2021,major purchase,Not Verified,43000.0,0.1499,309.78,0.0859,9800,26,10864,3,0,0.6,2021,1,10,6,2021,10,11,0,2021,10,11,0,2021,11,11,3,36
FL,aqua condo,MORTGAGE,11-09-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,major purchase,Not Verified,33600.0,0.1464,79.39,0.089,2500,10,2665,3,0,0.8,2021,9,11,5,2021,5,16,6,2021,8,12,3,2021,9,12,6,36
MI,"BDO USA, LLP",MORTGAGE,10-08-2021,15-10-2021,11-02-2021,Fully Paid,11-03-2021,major purchase,Not Verified,72000.0,0.0212,312.82,0.0788,10000,21,10291,3,0,0.8,2021,8,10,1,2021,10,15,4,2021,2,11,3,2021,3,11,3,36
NY,"Advion BioSciences, Inc.",MORTGAGE,10-07-2021,14-01-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Not Verified,55000.0,0.1776,200.2,0.0788,6400,18,7195,3,0,0.8,2021,7,10,5,2021,1,14,3,2021,4,13,1,2021,5,13,3,36
FL,Ketch Courtyard Condominiums,MORTGAGE,10-10-2021,16-02-2021,12-07-2021,Fully Paid,12-08-2021,major purchase,Not Verified,30000.0,0.0168,92.31,0.0676,3000,40,3262,4,0,0.2,2021,10,10,6,2021,2,16,1,2021,7,12,0,2021,8,12,3,36
MD,American Radiology Services,MORTGAGE,10-06-2021,11-10-2021,11-10-2021,Fully Paid,11-11-2021,major purchase,Not Verified,79000.0,0.0261,276.91,0.0676,9000,31,9654,4,0,0.2,2021,6,10,3,2021,10,11,0,2021,10,11,0,2021,11,11,3,36
CO,First National Bank of Pueblo,MORTGAGE,10-09-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,major purchase,Not Verified,33996.0,0.0205,309.42,0.0714,10000,22,11134,4,0,0.4,2021,9,10,4,2021,5,16,6,2021,8,13,4,2021,9,13,0,36
AK,Northern Powerline Constructors Inc,MORTGAGE,10-06-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,major purchase,Not Verified,120000.0,0.041,259.91,0.0714,8400,48,9314,4,0,0.4,2021,6,10,3,2021,12,12,6,2021,12,12,6,2022,1,12,2,36
TX,united rentals,MORTGAGE,09-12-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,major purchase,Not Verified,65000.0,0.1988,237.08,0.0859,7500,27,8196,4,0,0.6,2021,12,9,3,2021,4,11,6,2021,4,11,6,2021,5,11,1,36
FL,Bell Shoals Baptist Church,MORTGAGE,11-09-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,major purchase,Not Verified,113000.0,0.0409,195.55,0.0603,6425,28,7040,5,0,0.0,2021,9,11,5,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
GA,E-chx,MORTGAGE,10-04-2021,13-06-2021,11-06-2021,Fully Paid,11-07-2021,major purchase,Not Verified,92500.0,0.0529,76.51,0.0639,2500,30,2646,5,0,0.0,2021,4,10,5,2021,6,13,6,2021,6,11,4,2021,7,11,6,36
SC,Husqvarna Outdoor Product,MORTGAGE,11-09-2021,14-10-2021,14-10-2021,Fully Paid,14-11-2021,major purchase,Not Verified,66300.0,0.1216,184.9,0.0603,6075,27,6656,5,0,0.0,2021,9,11,5,2021,10,14,3,2021,10,14,3,2021,11,14,6,36
CO,Par Electric,MORTGAGE,11-09-2021,14-04-2021,14-03-2021,Fully Paid,14-04-2021,major purchase,Not Verified,84000.0,0.0726,126.68,0.0542,4200,21,4548,5,0,0.0,2021,9,11,5,2021,4,14,2,2021,3,14,6,2021,4,14,2,36
MN,Imation,MORTGAGE,10-09-2021,16-02-2021,13-09-2021,Fully Paid,13-10-2021,major purchase,Not Verified,90000.0,0.0443,230.76,0.0676,7500,19,8308,5,0,0.2,2021,9,10,4,2021,2,16,1,2021,9,13,0,2021,10,13,2,36
CA,City of San Jose,MORTGAGE,10-06-2021,12-09-2021,12-09-2021,Fully Paid,12-10-2021,major purchase,Not Verified,92000.0,0.0532,184.61,0.0676,6000,41,6600,5,0,0.2,2021,6,10,3,2021,9,12,6,2021,9,12,6,2021,10,12,1,36
MA,Southcoast Hospitals Group,MORTGAGE,10-07-2021,16-04-2021,11-11-2021,Fully Paid,11-12-2021,major purchase,Not Verified,82000.0,0.0991,153.84,0.0676,5000,28,5363,5,0,0.2,2021,7,10,5,2021,4,16,4,2021,11,11,3,2021,12,11,5,36
NC,VERIZON BUSINESS,MORTGAGE,11-09-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,major purchase,Not Verified,84191.0,0.1968,276.34,0.0662,9000,50,9351,5,0,0.2,2021,9,11,5,2021,6,12,5,2021,6,12,5,2021,7,12,0,36
TX,Dell Computers,MORTGAGE,09-12-2021,11-05-2021,11-05-2021,Fully Paid,11-06-2021,major purchase,Not Verified,125000.0,0.0074,249.75,0.0774,8000,22,8668,5,0,0.4,2021,12,9,3,2021,5,11,1,2021,5,11,1,2021,6,11,4,36
MA,St Francis Hospital,MORTGAGE,11-05-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,major purchase,Not Verified,51996.0,0.0981,98.8,0.0699,3200,29,3481,5,0,0.4,2021,5,11,1,2021,2,13,5,2021,1,13,2,2021,2,13,5,36
NV,city of Sparks,MORTGAGE,10-04-2021,12-06-2021,10-11-2021,Fully Paid,10-12-2021,major purchase,Not Verified,47000.0,0.0401,185.64,0.0714,6000,37,6207,5,0,0.4,2021,4,10,5,2021,6,12,5,2021,11,10,2,2021,12,10,4,36
CA,HealthNet,MORTGAGE,11-04-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,major purchase,Not Verified,72000.0,0.0502,347.32,0.0729,11200,15,12503,5,0,0.6,2021,4,11,6,2021,5,14,4,2021,5,14,4,2021,6,14,0,36
MA,Andover Electric,MORTGAGE,11-04-2021,11-08-2021,11-09-2021,Fully Paid,11-10-2021,major purchase,Not Verified,70000.0,0.1035,186.06,0.0729,6000,23,6173,5,0,0.6,2021,4,11,6,2021,8,11,2,2021,9,11,5,2021,10,11,0,36
AZ,Express Scripts,MORTGAGE,11-12-2021,12-09-2021,12-09-2021,Fully Paid,12-10-2021,major purchase,Not Verified,50000.0,0.0552,146.1,0.0603,4800,19,4995,6,0,0.0,2021,12,11,5,2021,9,12,6,2021,9,12,6,2021,10,12,1,36
TX,city of lancaster,MORTGAGE,11-02-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,major purchase,Not Verified,66996.0,0.1127,241.28,0.0542,8000,15,8687,6,0,0.0,2021,2,11,3,2021,2,14,6,2021,2,14,6,2021,3,14,6,36
MA,Cannon Design,MORTGAGE,11-10-2021,13-09-2021,13-10-2021,Fully Paid,13-11-2021,major purchase,Not Verified,116000.0,0.0491,304.36,0.0603,10000,39,10822,6,0,0.0,2021,10,11,0,2021,9,13,0,2021,10,13,2,2021,11,13,5,36
